headerdatestamp|headeridentifier|headersetSpec|metadata.mods.accessCondition#text|metadata.mods.accessCondition@type|metadata.mods.accessCondition@xlink:href|metadata.mods.genre#text|metadata.mods.genre@authority|metadata.mods.language.languageTerm#text|metadata.mods.language.languageTerm@type|metadata.mods.location.url.0#text|metadata.mods.location.url.0@access|metadata.mods.location.url.0@usage|metadata.mods.location.url.1#text|metadata.mods.location.url.1@access|metadata.mods.name.role.roleTerm#text|metadata.mods.name.role.roleTerm@type|metadata.mods.namenamePart|metadata.mods.note.0|metadata.mods.note.1|metadata.mods.note.2|metadata.mods.note.3|metadata.mods.note.4|metadata.mods.note.5|metadata.mods.originInfo.0publisher|metadata.mods.originInfo.1dateOther|metadata.mods.originInfopublisher|metadata.mods.physicalDescription.0note|metadata.mods.physicalDescription.1internetMediaType|metadata.mods.physicalDescriptioninternetMediaType|metadata.mods.relatedItem.titleInfotitle|metadata.mods.subject.0geographic|metadata.mods.subject.10topic|metadata.mods.subject.11topic|metadata.mods.subject.12topic|metadata.mods.subject.13topic|metadata.mods.subject.14topic|metadata.mods.subject.15topic|metadata.mods.subject.16topic|metadata.mods.subject.17topic|metadata.mods.subject.18topic|metadata.mods.subject.19topic|metadata.mods.subject.1geographic|metadata.mods.subject.20topic|metadata.mods.subject.21topic|metadata.mods.subject.22topic|metadata.mods.subject.23topic|metadata.mods.subject.24topic|metadata.mods.subject.25topic|metadata.mods.subject.26topic|metadata.mods.subject.27topic|metadata.mods.subject.28topic|metadata.mods.subject.29topic|metadata.mods.subject.2geographic|metadata.mods.subject.30topic|metadata.mods.subject.31topic|metadata.mods.subject.32topic|metadata.mods.subject.33topic|metadata.mods.subject.3geographic|metadata.mods.subject.4geographic|metadata.mods.subject.4topic|metadata.mods.subject.5geographic|metadata.mods.subject.5topic|metadata.mods.subject.6geographic|metadata.mods.subject.6topic|metadata.mods.subject.7topic|metadata.mods.subject.8topic|metadata.mods.subject.9topic|metadata.mods.titleInfo.0title|metadata.mods.titleInfo.1title|metadata.mods.titleInfo.2title|metadata.mods.titleInfotitle|metadata.mods@version|metadata.mods@xmlns|metadata.mods@xmlns:xlink|metadata.mods@xmlns:xsi|metadata.mods@xsi:schemaLocation|metadata.modstypeOfResource
2019-06-18T15:10:22Z|garner_2|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A2|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A2/datastream/TN/view|preview|creator|text|W. O. Garner|Shows a agricultural field of wheat that has been harvested with the wheat tied in shocks. In the foreground there is a split rail fence. Beyond the field there is a river and tree covered hills.|Document ID: bcapp00171|Original ID: Garner 24|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (8 x 10 inches)|image/jpeg|    |Garner, William Orland, 1858-1940 (William Orland) Blount County remembered : the 1890's photography of W.O. Garner / Maryville, TN : Blount County Genealogical and Historical Society, c1991, p. 66.|Little Tennessee River|Fences - Tennessee|Agriculture|Rivers - Tennessee|    |    |    |    |    |    |    |Blount County, Tennessee|    |    |    |    |    |    |    |    |    |    |Southern Appalachia|    |    |    |    |Cades Cove, Tennessee|Maryville, Tennessee|    |    |Wheat - Tennessee|    |Geographic features|Croplands - Tennessee|Hills - Tennessee|Wheat shocks - Tennessee|    |    |    |Wheat field in shock along river bottom of Little Tennessee River|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_87|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A87|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A87/datastream/TN/view|preview|creator|text|Garner, William Orland|Shows a field of corn growing on a hillside leading down to a river. At the top of the field there is a split rail fence visible from its top. To its right there is a dirt road and further to the right there are trees. Across the river its other bank is visible and there are hills beyond that.|Document ID: bcapp00172|Original ID: Garner 169|    |    |    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|Photographic prints (8 x 10 inches)|image/jpeg|    |    |Blount County, Tennessee|Trees - Tennessee|Hills - Tennessee|Dirt roads - Tennessee|Coastlines - Tennessee|    |    |    |    |    |    |Southern Appalachia|    |    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Croplands - Tennessee|    |Corn - Tennessee|    |Fences - Tennessee|Agriculture|Rivers - Tennessee|Geographic features|    |    |    |Corn patch on the bank of a river|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_109|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A109|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A109/datastream/TN/view|preview|creator|text|W. O. Garner|Shows three African American males dressed in suits and vests fooling around. There is a partial face in the background. There are shutters in the background.|Document ID: bcapp00110|Original ID: Garner 154 (album 104)|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (3 1/2 inch circle)|image/jpeg|    |    |Blount County, Tennessee|Clothing and dress|Shutters - Tennessee - Maryville|    |    |    |    |    |    |    |    |Southern Appalachia|    |    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Recreation|    |African Americans - Tennessee - Maryville|    |Youth - Tennessee - Maryville|African Americans - Tennessee - Maryville - Social life|Students - Tennessee - Maryville|Freedman's Normal Institute (Maryville, Tennessee)|    |    |    |Pupils of the Freedman's Normal Institute, Maryville, Tennessee|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_71|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A71|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A71/datastream/TN/view|preview|creator|text|W. O. Garner|Shows a two story brick building with a lower story in the back because of a slope; the view is of the back of the building. There is a steeple with a lightening rod on top of it. The middle section of the building is extended out one window in width; There are two chimneys in the center section; there is one chimney on the left and two chimneys on the right. There is dentil molding along the roof line. All three sections are each four window wide; there is one window on each floor on the side of the building. Both the lower floor left and right section have a covered porch. There is a rail fence surrounding the yard; across the street there is a picket fence. There is a wood frame building on the left which also has a steeple and four chimneys; the fence in front of it is decorative. In the foreground there are fir trees covered with snow. There are also snow covered trees in the center. The grass and other plants are covered with snow.|Document ID: bcapp00220|Original ID: Garner 183|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (8 x 10 inches)|image/jpeg|    |    |Blount County, Tennessee|Chimneys - Tennessee - Maryville|Snow - Tennessee - Maryville|Architectural elements|Freedman's Normal Institute (Maryville, Tennessee)|Winter - Tennessee - Maryville|Buildings|Firs|Freedman's Normal Institute Dormitory (Maryville, Tennessee)|Fences - Tennessee - Maryville|    |Southern Appalachia|    |    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Brickwork - Tennessee - Maryville|    |Porches - Tennessee - Maryville|    |Wooden buildings - Tennessee - Maryville|Trees - Tennessee - Maryville|Moldings - Tennessee - Maryville|Steeples|    |    |    |Freedman's Normal Institute snow scene|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_34|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A34|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A34/datastream/TN/view|preview|creator|text|Garner, William Orland|Shows a cabin made of log timbers with a wood shingle roof and a porch with a roof that has plants or vines growing out of the wood shingles. In the background is a slope with trees growing on it. There are also trees on the right side. In front of the cabin there are plants growing as well as on the hillside.|Document ID: bcapp00139|Original ID: Garner 23|    |    |    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|Photographic prints (8 x 10 inches)|image/jpeg|    |    |Blount County, Tennessee|    |    |    |    |    |    |    |    |    |    |Southern Appalachia|    |    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Cabins - Tennessee - Cades Cove|    |Wooden buildings - Tennessee - Cades Cove|    |Trees - Tennessee - Cades Cove|Roofs - Tennessee - Cades Cove|Plants - Tennessee - Cades Cove|    |    |    |    |Cades Cove road; mountain cabin in foreground|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_98|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A98|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A98/datastream/TN/view|preview|creator|text|Newton, photographers, Oberlin, Ohio|Shows African American man dressed in a suit. His shirt has a high collar and a small bow tie.|Document ID: bcapp00104|Original ID: Garner 185|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (3 1/2 x 5 inch oval)|image/jpeg|    |    |Blount County, Tennessee|    |    |    |    |    |    |    |    |    |    |Southern Appalachia|    |    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Teachers - Tennessee - Maryville|    |Clothing and dress|    |Portraits|George Tate|African Americans - Tennessee - Maryville|Suits (Clothing)|    |    |    |George Tate, teacher at Freedman's Institute, Maryville, Tennessee|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_73|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A73|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A73/datastream/TN/view|preview|creator|text|W. O. Garner|Shows a long range view of resort buildings among the trees. The view is looking down on the resort. There are larger trees without leaves in the foreground. In the middle are knobs or hills and beyond that is sky.|Document ID: bcapp00130|Original ID: Garner 5|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1896|    |Photographic prints (8 x 10 inches)|image/jpeg|    |Garner, William Orland, 1858-1940 (William Orland) Blount County remembered : the 1890's photography of W.O. Garner / Maryville, TN : Blount County Genealogical and Historical Society, c1991, closeup p. 45.|Chilhowee Mountain|Recreation|Views -Tennessee - Bount County|    |    |    |    |    |    |    |    |Blount County, Tennessee|    |    |    |    |    |    |    |    |    |    |Southern Appalachia|    |    |    |    |Cades Cove, Tennessee|Maryville, Tennessee|    |    |Resorts -Tennessee - Bount County|    |Geographic features|Trees -Tennessee - Bount County|Monvale Springs, Tennessee|Hills -Tennessee - Bount County|Montvale Springs Resort|Mount Vale Springs Resort, 9 miles from Maryville, Tennessee, at the foot of the Chilhowees; built in 1853|    |    |3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_86|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A86|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A86/datastream/TN/view|preview|creator|text|W. O. Garner|Shows a view looking down and towards the distance of a snow covered landscape. There are mountains as a backdrop with many houses, yards, pastures surrounded by rail fences, and trees, primarily evergreen. On the right side in the distance are college buildings; on the left there is a church steeple visible. The photograph was taken from near the present day intersection of Broadway and Lamar Alexander in Maryville, Tennessee.|Visible in the downtown area in the upper left is the Courthouse, A.M.E. Zion Church, New Providence Presbyterian Church, Columbian Hall and the Friends church.|Document ID: bcapp00133|Original ID: Garner 11A|    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1895 - 00 - 00|    |Photographic prints (8 x 10 inches)|image/jpeg|    |Garner, William Orland, 1858-1940 (William Orland) Blount County remembered : the 1890's photography of W.O. Garner / Maryville, TN : Blount County Genealogical and Historical Society, c1991, p. 8 closeup of downtown area.|Blount County, Tennessee|Buildings|Houses - Tennessee - Maryville|Firs - Tennessee - Maryville|Mountains - Tennessee|Fences - Tennessee - Maryville|Farms - Tennessee - Maryville|Trees - Tennessee - Maryville|Steeples|Maryville College|Chilhowee Mountain|Southern Appalachia|    |    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Snow - Tennessee - Maryville|    |Views - Tennessee - Maryville|    |Winter - Tennessee - Maryville|Anderson Hall (Maryville College)|Natural phenomena|Maryville, Tennessee|    |    |    |View from Burger House, looking east with Maryville College on the right and downtown Maryville on the left|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_49|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A49|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A49/datastream/TN/view|preview|creator|text|W. O. Garner|Shows the back of a wooden building with a wood shingle roof and a stone fireplace; a corner of the front porch is visible. In the left foreground is a covered open carriage drawn by two horses. There are blankets or quilts in the back of the carriage and a person, possibly a boy, in the driver's seat. There is a young boy standing on the ground behind the carrage. There are trees, including one that is dead.|Document ID: bcapp00148|Original ID: Garner 48|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (5 x 7 inches)|image/jpeg|    |Garner, William Orland, 1858-1940 (William Orland) Blount County remembered : the 1890's photography of W.O. Garner / Maryville, TN : Blount County Genealogical and Historical Society, c1991, p. 43.|Chilhowee Mountain|Wooden buildings - Tennessee - Blount County|Trees - Tennessee - Blount County|Vehicles|Horses - Tennessee - Blount County|    |    |    |    |    |    |Blount County, Tennessee|    |    |    |    |    |    |    |    |    |    |Southern Appalachia|    |    |    |    |Cades Cove, Tennessee|Maryville, Tennessee|    |    |Architectural elements|    |Buildings|Chimneys - Tennessee - Blount County|Houses - Tennessee - Blount County|Carriages and coaches - Tennessee - Blount County|    |    |    |Monkey House on Gold Mine Road, home of Dr. Felix Oswald whose sole companion was a monkey|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_11|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A11|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A11/datastream/TN/view|preview|creator|text|W. O. Garner|Shows a stone bluff with plants growing on the tops and sides with a river in the foreground. There are two canoes on the river; one has one person rowing and the other has a covering and two people in it.|Document ID: bcapp00167|Original ID: Garner 168|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (8 x 10 inches)|image/jpeg|    |Garner, William Orland, 1858-1940 (William Orland) Blount County remembered : the 1890's photography of W.O. Garner / Maryville, TN : Blount County Genealogical and Historical Society, c1991, p. 32.|Blount County, Tennessee|    |    |    |    |    |    |    |    |    |    |Southern Appalachia|    |    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Canoes - Tennessee|    |Rivers - Tennessee|    |Geographic features|Vehicles|Cliffs - Tennessee|Plants - Tennessee|    |    |    |Two canoes on a large river by bluffs|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
